XX,08,15,XX,17,XX,18,XX,25,XX,XX,XX,27,30,XX,47,49,60,65,XX,67,XX,XX,XX,69,78,83,01,14,20,23,XX,XX,XX,41,XX,46,XX,XX,XX,48,67,72,73,XX,XX,74,84,86,XX,XX,87,90,XX,01,XX,XX,XX,03,15,XX,19,21,45,XX,47,XX,50,XX,54,XX,67,68,72,76,XX,XX,79,XX,87,XX,0014
01,XX,XX,02,XX,04,18,XX,26,32,XX,34,XX,44,50,XX,53,XX,57,XX,60,70,XX,XX,81,XX,84,02,XX,07,XX,XX,XX,10,27,29,30,38,41,XX,XX,49,50,XX,XX,61,72,XX,81,XX,XX,88,90,XX,XX,XX,05,07,13,XX,15,23,XX,30,44,64,XX,XX,66,XX,XX,71,78,81,XX,XX,84,XX,86,90,XX,0015
11,17,18,XX,XX,19,25,XX,XX,XX,28,29,34,XX,XX,59,XX,66,XX,XX,XX,68,71,81,XX,84,87,06,XX,22,XX,25,XX,28,XX,37,39,XX,XX,41,XX,46,64,XX,65,XX,68,XX,69,XX,XX,75,78,87,06,17,19,21,XX,XX,38,XX,XX,XX,XX,50,54,55,XX,66,XX,71,78,XX,82,85,XX,87,XX,89,XX,0016
01,XX,02,XX,10,XX,23,XX,30,XX,XX,34,XX,40,XX,57,63,65,74,XX,75,XX,76,XX,XX,84,86,03,XX,07,XX,XX,13,16,XX,21,XX,XX,22,XX,26,XX,55,61,68,XX,XX,69,71,XX,81,84,88,XX,XX,01,XX,12,16,XX,XX,19,29,XX,37,40,42,XX,XX,46,48,XX,55,61,69,XX,71,XX,XX,77,XX,0017
01,XX,XX,05,XX,08,17,19,XX,26,XX,XX,31,XX,34,40,44,XX,59,XX,67,XX,68,XX,XX,74,78,XX,05,XX,XX,11,14,XX,18,23,27,29,30,XX,XX,XX,32,XX,39,XX,XX,55,XX,56,61,XX,62,67,10,12,24,41,XX,XX,XX,43,XX,47,48,52,XX,XX,XX,58,XX,75,76,XX,77,XX,XX,84,88,89,XX,0018
XX,XX,06,13,15,XX,20,XX,23,XX,30,46,XX,XX,48,XX,52,53,57,70,71,74,84,XX,XX,XX,XX,09,17,21,XX,XX,24,XX,27,XX,31,32,37,XX,XX,XX,XX,43,57,XX,59,XX,XX,61,XX,67,71,78,XX,XX,06,08,10,XX,18,23,XX,XX,29,34,59,63,66,XX,XX,XX,73,XX,75,XX,76,83,XX,XX,88,0019
02,04,XX,20,24,XX,XX,26,XX,38,XX,51,58,XX,XX,62,63,XX,XX,64,68,XX,78,XX,79,82,XX,08,XX,11,XX,XX,12,XX,21,23,XX,30,XX,31,32,XX,49,69,XX,XX,XX,70,78,81,XX,88,89,XX,XX,06,XX,07,13,XX,XX,14,18,30,XX,43,XX,XX,56,57,XX,63,67,XX,70,XX,86,88,XX,XX,89,0020
04,XX,10,XX,11,19,XX,29,XX,32,XX,40,XX,XX,44,46,XX,51,XX,XX,XX,67,69,78,80,87,XX,01,XX,03,XX,XX,10,XX,25,28,XX,52,XX,XX,55,60,61,64,XX,79,XX,80,XX,XX,83,87,XX,89,11,XX,XX,14,21,23,XX,XX,42,XX,43,45,46,XX,XX,49,XX,64,65,XX,XX,66,67,XX,74,XX,90,0021
06,XX,10,XX,XX,13,XX,17,21,35,XX,36,39,42,XX,45,XX,XX,XX,XX,48,63,71,XX,XX,80,83,13,XX,XX,25,XX,26,42,46,XX,53,XX,XX,55,XX,56,57,XX,58,61,62,XX,XX,67,71,79,XX,XX,09,XX,15,XX,16,XX,23,XX,35,XX,37,42,43,XX,46,XX,47,XX,50,56,XX,XX,58,69,79,XX,XX,0022
15,16,XX,XX,24,26,XX,41,XX,XX,48,50,51,XX,56,XX,XX,62,63,74,77,XX,78,XX,XX,XX,88,XX,XX,06,XX,XX,19,21,26,32,33,XX,XX,34,36,XX,37,XX,49,XX,52,XX,61,XX,72,73,74,XX,XX,XX,XX,XX,04,07,28,29,35,38,XX,40,45,47,XX,XX,XX,49,XX,55,XX,58,71,82,XX,86,XX,0023
10,XX,XX,16,27,30,XX,32,XX,XX,35,XX,40,42,XX,XX,55,60,65,70,76,XX,86,XX,XX,XX,87,06,07,17,XX,XX,XX,18,19,XX,XX,25,34,XX,35,XX,39,XX,46,47,59,61,XX,74,XX,XX,XX,90,XX,04,XX,XX,14,18,22,XX,36,XX,XX,45,XX,48,49,53,60,XX,XX,61,XX,67,XX,XX,77,79,87,0024
05,XX,13,14,17,XX,XX,21,XX,22,XX,25,30,36,XX,XX,XX,56,XX,61,64,XX,65,78,XX,86,XX,08,14,20,22,23,XX,XX,XX,XX,XX,XX,26,XX,27,28,XX,44,51,55,XX,XX,XX,57,68,84,XX,90,02,XX,XX,05,XX,XX,08,10,12,38,XX,XX,45,XX,46,XX,51,56,62,66,XX,81,84,XX,XX,87,XX,0025
03,09,14,18,XX,XX,XX,25,XX,28,XX,33,35,XX,XX,42,52,XX,58,61,XX,XX,XX,76,81,82,XX,04,09,XX,XX,13,XX,XX,17,25,XX,27,31,37,XX,47,XX,XX,55,56,XX,XX,59,72,XX,81,83,XX,02,XX,XX,XX,08,14,16,30,XX,33,XX,XX,42,XX,48,55,XX,64,XX,XX,68,XX,72,XX,77,80,83,0026
03,09,17,XX,18,XX,20,XX,XX,XX,XX,25,35,42,XX,XX,43,52,XX,54,65,81,87,XX,XX,XX,88,XX,11,XX,12,XX,17,19,22,XX,XX,XX,24,XX,26,XX,28,39,42,44,XX,XX,XX,46,52,54,XX,76,02,12,XX,16,XX,XX,XX,17,23,25,XX,XX,29,44,XX,48,XX,55,63,XX,80,XX,XX,XX,83,88,90,0027
04,XX,XX,XX,15,21,37,38,XX,45,46,XX,56,XX,XX,XX,65,75,78,XX,XX,82,XX,XX,84,88,89,11,XX,13,14,16,XX,XX,XX,21,23,30,49,62,XX,64,XX,XX,XX,XX,69,77,XX,80,82,XX,84,XX,XX,06,08,12,XX,XX,13,XX,14,XX,XX,XX,19,26,XX,31,32,40,71,XX,XX,76,XX,XX,83,87,88,0028
XX,XX,07,XX,17,22,23,26,XX,XX,XX,29,32,41,45,XX,XX,50,XX,XX,XX,54,60,69,70,76,XX,XX,XX,04,XX,08,19,21,XX,27,36,XX,XX,38,45,51,XX,XX,53,76,78,80,XX,XX,XX,89,XX,90,XX,XX,01,02,XX,07,15,XX,25,XX,27,XX,32,XX,38,41,XX,48,51,XX,XX,XX,XX,62,64,67,87,0029
06,XX,XX,07,XX,14,XX,21,23,XX,24,XX,26,44,XX,52,55,XX,XX,XX,73,74,XX,83,86,XX,89,XX,XX,XX,XX,02,07,08,12,17,20,XX,21,XX,XX,25,26,37,XX,45,XX,55,63,XX,XX,67,XX,87,07,16,XX,XX,24,29,XX,31,XX,XX,42,43,65,XX,66,XX,XX,69,71,73,XX,XX,XX,XX,78,79,88,0030
XX,01,06,XX,XX,XX,17,20,21,XX,29,35,XX,41,44,48,XX,XX,XX,XX,52,58,61,74,XX,82,XX,12,XX,18,19,XX,XX,XX,20,23,28,XX,XX,XX,30,38,43,51,XX,XX,53,XX,64,XX,XX,76,79,81,03,09,16,XX,27,XX,30,XX,XX,XX,42,XX,XX,50,51,62,XX,63,XX,66,72,XX,73,77,XX,90,XX,0031
XX,11,XX,18,25,XX,26,XX,48,49,61,XX,XX,63,XX,68,XX,70,72,XX,XX,75,83,XX,84,86,XX,XX,XX,XX,09,13,20,22,28,XX,32,35,39,XX,XX,46,XX,50,XX,58,XX,63,74,XX,XX,76,88,XX,17,XX,21,XX,XX,23,39,41,XX,XX,XX,XX,42,48,49,52,XX,62,66,67,XX,XX,71,81,XX,XX,88,0032
04,14,25,27,33,XX,XX,XX,XX,XX,37,38,XX,XX,44,45,XX,47,XX,62,67,XX,XX,69,73,77,XX,10,XX,XX,XX,24,XX,36,37,40,XX,43,XX,44,XX,47,XX,48,50,58,66,XX,77,XX,82,XX,86,XX,08,09,XX,20,XX,28,XX,37,XX,XX,38,39,XX,XX,44,52,53,XX,XX,XX,64,XX,66,67,XX,84,89,0033
14,15,21,XX,23,25,XX,XX,XX,34,36,XX,49,XX,XX,XX,52,64,XX,67,75,XX,XX,80,XX,86,89,XX,XX,XX,03,07,11,XX,15,19,XX,25,45,48,56,57,XX,XX,XX,80,XX,XX,XX,82,83,XX,88,90,XX,XX,XX,05,13,38,XX,39,45,59,XX,62,XX,63,64,70,XX,XX,XX,XX,71,75,81,XX,85,87,XX,0034
XX,XX,07,18,19,XX,38,XX,40,48,54,XX,XX,61,62,67,XX,XX,72,75,80,XX,XX,86,XX,88,XX,07,16,22,23,46,XX,XX,XX,XX,XX,XX,48,50,XX,62,XX,67,69,XX,XX,74,78,XX,80,XX,86,88,02,XX,12,XX,23,27,XX,30,XX,XX,31,37,41,XX,43,XX,47,XX,48,XX,57,XX,84,XX,85,XX,88,0035
XX,01,02,04,XX,08,XX,10,XX,XX,11,17,XX,XX,28,42,43,XX,52,56,XX,59,XX,XX,60,XX,85,XX,XX,02,06,07,XX,09,25,XX,XX,XX,45,46,48,XX,XX,50,56,XX,57,XX,XX,XX,63,71,73,75,XX,14,19,XX,28,XX,29,XX,31,37,42,43,49,XX,56,XX,XX,XX,XX,XX,72,77,80,XX,82,XX,83,0036
XX,XX,32,34,38,42,XX,47,XX,XX,XX,48,XX,50,52,XX,54,68,69,75,76,XX,XX,77,XX,90,XX,05,XX,XX,XX,12,13,XX,15,21,XX,22,23,26,30,XX,41,XX,XX,46,52,XX,54,68,XX,XX,79,XX,05,XX,06,XX,XX,XX,15,19,32,35,37,XX,XX,XX,38,40,XX,66,67,76,78,XX,88,XX,XX,89,XX,0037
XX,XX,05,10,17,XX,22,XX,36,37,XX,61,XX,65,67,68,XX,XX,72,77,79,XX,84,XX,XX,XX,88,XX,07,XX,12,13,27,36,XX,XX,44,51,55,57,XX,XX,XX,58,XX,XX,XX,XX,63,XX,64,79,81,87,XX,02,24,XX,32,34,XX,XX,44,49,51,XX,XX,56,XX,59,XX,73,XX,75,81,82,XX,XX,XX,83,88,0038
05,09,13,XX,XX,XX,15,XX,27,XX,XX,XX,41,43,44,XX,46,51,58,63,68,XX,XX,XX,72,XX,88,08,XX,XX,10,XX,XX,13,14,17,XX,24,XX,28,XX,XX,51,54,56,60,64,XX,70,71,XX,XX,XX,82,06,17,XX,XX,XX,22,XX,23,24,29,33,42,XX,XX,47,48,XX,XX,XX,XX,50,64,XX,73,XX,86,89,0039
03,XX,04,XX,10,XX,13,22,XX,XX,XX,25,37,38,40,50,XX,XX,XX,XX,56,58,62,XX,65,86,XX,02,14,18,19,XX,XX,26,XX,XX,35,XX,XX,36,38,XX,XX,46,55,XX,XX,57,59,XX,70,XX,87,89,04,XX,08,14,XX,XX,XX,15,31,XX,37,45,49,XX,51,XX,61,XX,XX,XX,62,XX,XX,68,71,75,76,0040
XX,XX,06,XX,11,XX,13,18,19,21,XX,22,XX,33,34,XX,XX,41,XX,49,50,XX,67,XX,70,89,XX,XX,02,XX,XX,XX,04,05,07,14,18,23,49,55,57,XX,XX,XX,XX,XX,XX,XX,58,73,83,85,90,XX,XX,XX,06,13,25,XX,30,XX,40,41,XX,XX,43,47,52,XX,XX,56,64,69,XX,XX,73,XX,XX,77,88,0041
XX,XX,XX,02,08,25,XX,27,29,XX,31,XX,32,XX,41,43,45,XX,XX,52,XX,XX,55,XX,60,68,87,03,05,XX,16,17,42,XX,XX,XX,43,XX,XX,XX,48,XX,56,59,64,XX,XX,65,72,75,84,XX,88,XX,01,XX,XX,06,XX,07,XX,12,14,XX,18,19,XX,21,34,XX,38,XX,XX,XX,45,XX,46,66,78,XX,87,0042
03,XX,XX,04,XX,08,28,36,XX,XX,40,XX,XX,41,XX,43,47,49,XX,XX,62,XX,64,69,71,XX,86,XX,XX,XX,09,13,20,29,34,XX,XX,36,37,XX,43,XX,XX,59,60,68,XX,71,XX,75,XX,87,90,XX,11,16,19,XX,XX,28,XX,XX,31,XX,32,36,XX,XX,45,46,49,XX,54,62,69,71,XX,XX,XX,79,XX,0043
XX,XX,04,XX,06,XX,08,11,19,XX,XX,43,44,XX,47,56,58,XX,62,XX,XX,XX,74,81,84,85,XX,02,XX,10,XX,22,XX,26,XX,33,XX,XX,42,44,58,XX,XX,61,62,XX,70,74,XX,XX,75,XX,76,80,XX,XX,XX,06,08,10,XX,20,30,34,XX,36,XX,43,50,XX,58,XX,XX,XX,59,60,XX,71,77,81,XX,0044
XX,05,11,16,33,XX,XX,39,XX,43,44,XX,XX,45,XX,XX,47,49,51,XX,XX,XX,55,59,72,XX,88,01,XX,11,17,21,XX,29,XX,XX,47,XX,52,XX,54,XX,XX,59,60,XX,XX,63,70,XX,72,73,87,XX,01,XX,13,16,XX,XX,34,42,XX,XX,49,XX,65,66,68,XX,XX,70,71,XX,76,78,XX,XX,XX,81,84,0045
01,03,16,XX,18,19,XX,XX,XX,XX,XX,XX,27,XX,28,29,39,69,77,78,79,XX,XX,XX,82,XX,84,XX,06,15,XX,XX,16,25,30,XX,31,XX,XX,32,34,XX,44,52,XX,62,XX,66,XX,68,XX,XX,88,90,07,XX,08,09,XX,XX,XX,15,19,28,XX,32,38,XX,XX,XX,44,46,49,XX,XX,51,64,XX,66,XX,87,0046
XX,06,XX,08,XX,11,XX,18,22,XX,31,XX,32,XX,XX,33,39,56,XX,XX,XX,XX,59,64,76,78,82,XX,04,12,XX,23,25,XX,33,XX,XX,XX,39,48,XX,53,54,57,XX,64,68,75,84,XX,88,XX,XX,XX,XX,06,07,22,XX,25,XX,XX,29,38,52,XX,XX,53,XX,55,59,XX,XX,60,XX,XX,61,72,75,XX,80,0047
10,15,XX,XX,XX,22,24,31,XX,32,XX,33,38,XX,XX,XX,43,54,58,XX,XX,XX,61,62,XX,77,79,XX,XX,05,XX,06,07,08,XX,19,XX,XX,24,38,XX,XX,50,51,56,XX,58,73,XX,XX,82,86,XX,87,02,05,XX,XX,10,15,XX,XX,16,XX,XX,XX,XX,24,25,35,40,59,61,XX,63,XX,XX,71,XX,73,83,0048
04,05,08,12,XX,XX,16,XX,XX,18,XX,40,57,XX,61,65,XX,XX,XX,68,XX,XX,74,79,XX,80,90,01,XX,05,XX,08,XX,XX,17,18,23,32,33,35,XX,51,XX,XX,XX,60,61,XX,76,XX,79,XX,XX,86,04,XX,10,13,XX,XX,XX,16,24,27,XX,35,43,44,XX,XX,XX,49,52,54,68,XX,XX,71,XX,82,XX,0049
XX,07,XX,15,22,37,43,XX,XX,XX,46,XX,56,XX,60,XX,61,67,XX,74,78,XX,XX,79,81,XX,82,03,04,XX,12,XX,21,XX,29,XX,XX,33,XX,XX,39,46,XX,56,65,71,84,XX,XX,XX,86,89,XX,90,XX,01,02,13,17,XX,XX,XX,31,34,46,XX,XX,XX,64,XX,66,68,69,70,XX,74,XX,86,88,XX,XX,0050
12,17,XX,22,XX,XX,28,34,XX,XX,XX,38,39,50,51,52,XX,XX,XX,54,57,73,76,XX,81,XX,XX,05,XX,XX,17,XX,18,XX,22,28,XX,31,XX,33,39,XX,XX,46,52,60,62,67,85,XX,XX,XX,XX,90,XX,XX,05,13,30,XX,XX,31,37,XX,XX,45,47,XX,49,50,XX,61,62,63,XX,65,XX,XX,XX,71,83,0051
XX,XX,03,XX,XX,11,17,21,27,39,XX,XX,42,50,53,XX,XX,64,XX,65,68,XX,77,XX,79,86,XX,09,XX,23,36,XX,XX,XX,37,40,XX,XX,48,XX,57,XX,58,60,62,66,XX,XX,67,68,XX,XX,89,90,XX,08,10,XX,XX,16,24,25,XX,XX,XX,XX,36,41,43,XX,45,49,56,XX,XX,63,70,83,85,XX,XX,0052
XX,02,16,21,40,XX,XX,42,XX,43,XX,XX,44,XX,56,57,58,XX,XX,XX,XX,59,XX,64,78,87,88,13,XX,28,XX,33,XX,35,XX,45,48,XX,51,XX,XX,XX,54,57,65,71,XX,XX,XX,72,76,79,XX,84,03,XX,07,11,18,XX,XX,XX,24,XX,XX,36,39,42,XX,48,61,XX,68,XX,75,82,XX,88,90,XX,XX,0053
XX,XX,08,14,27,XX,37,XX,38,51,XX,52,53,59,XX,XX,XX,64,XX,69,77,79,85,XX,XX,90,XX,XX,02,XX,04,XX,17,36,38,XX,40,50,XX,XX,52,XX,XX,53,63,XX,XX,XX,XX,67,68,76,79,89,03,04,XX,10,XX,XX,14,XX,17,27,XX,XX,49,56,62,XX,69,XX,70,XX,XX,71,82,86,89,XX,XX,0054
XX,02,12,28,29,41,XX,XX,XX,XX,47,XX,XX,51,61,64,XX,73,XX,XX,XX,80,83,XX,84,88,90,09,XX,10,XX,19,XX,28,XX,30,XX,34,35,XX,44,XX,45,XX,48,58,XX,XX,63,XX,67,68,XX,74,04,XX,XX,07,XX,XX,20,22,31,XX,44,XX,52,54,55,XX,XX,57,64,XX,XX,XX,67,78,82,84,XX,0055
XX,02,12,15,21,XX,XX,22,XX,XX,23,XX,24,XX,25,26,XX,33,40,XX,XX,XX,55,69,85,XX,87,XX,10,11,19,XX,34,35,XX,XX,37,XX,42,XX,44,45,XX,50,XX,XX,52,54,XX,67,XX,XX,75,88,XX,XX,12,17,XX,22,XX,24,26,XX,27,XX,34,38,40,54,XX,XX,63,65,XX,XX,70,XX,XX,82,83,0056
03,XX,22,XX,26,28,XX,41,XX,43,XX,45,XX,XX,49,XX,58,61,XX,64,70,74,82,85,XX,XX,XX,XX,XX,XX,02,17,20,XX,37,42,45,XX,48,59,60,63,XX,XX,XX,66,XX,XX,67,77,XX,82,XX,90,08,XX,XX,31,XX,39,XX,43,49,XX,57,59,61,66,XX,XX,69,XX,XX,XX,70,80,XX,84,88,XX,89,0057
05,14,23,XX,24,27,XX,XX,XX,XX,XX,29,37,XX,45,XX,46,49,50,67,69,XX,72,XX,XX,84,XX,XX,09,10,14,17,19,XX,XX,XX,XX,21,26,XX,29,37,48,XX,XX,XX,50,55,60,61,83,XX,XX,XX,XX,01,02,09,13,23,XX,XX,XX,30,59,XX,XX,61,XX,XX,65,66,XX,69,82,XX,85,XX,86,88,XX,0058
21,25,XX,27,XX,XX,XX,38,42,44,XX,51,XX,54,XX,57,59,XX,XX,65,73,XX,81,XX,84,85,XX,XX,07,10,XX,15,22,23,XX,XX,XX,25,XX,29,XX,31,35,41,XX,44,XX,XX,XX,XX,70,82,84,89,XX,03,04,XX,XX,XX,10,27,37,43,51,XX,XX,52,54,XX,XX,57,58,65,70,XX,XX,81,XX,XX,83,0059
03,XX,07,XX,16,17,23,XX,XX,XX,36,XX,XX,48,54,56,XX,60,XX,XX,66,XX,69,XX,73,84,90,05,XX,XX,06,XX,12,15,XX,18,24,XX,32,36,XX,46,XX,XX,55,XX,XX,58,78,80,83,XX,XX,90,XX,02,06,XX,16,17,XX,XX,20,XX,24,XX,25,33,42,XX,50,XX,XX,XX,59,65,XX,75,77,XX,89,0060
XX,06,XX,07,09,XX,XX,19,21,22,39,46,60,XX,69,XX,XX,XX,70,XX,72,XX,XX,XX,73,74,77,02,XX,12,XX,21,33,XX,XX,42,43,XX,XX,49,51,XX,XX,63,67,XX,75,XX,79,80,84,88,XX,XX,XX,XX,07,09,XX,25,27,XX,29,34,35,42,46,XX,XX,51,XX,XX,XX,53,58,64,XX,XX,82,XX,86,0061
14,XX,XX,XX,17,XX,19,30,41,XX,XX,XX,XX,47,55,56,57,60,66,73,83,XX,84,XX,XX,87,XX,XX,04,XX,XX,05,XX,09,21,26,XX,33,37,XX,50,XX,53,XX,67,XX,81,83,84,85,XX,87,XX,XX,XX,04,09,XX,11,12,14,XX,XX,19,22,XX,XX,XX,36,42,XX,46,49,67,72,85,XX,XX,86,XX,XX,0062
05,XX,11,XX,12,XX,19,XX,21,XX,30,XX,35,43,XX,49,51,XX,52,XX,XX,XX,59,XX,75,81,84,07,XX,30,32,XX,XX,34,37,XX,XX,42,45,XX,48,53,XX,61,XX,70,75,85,87,XX,88,XX,XX,XX,XX,05,06,10,12,XX,17,XX,XX,XX,XX,29,30,41,XX,XX,47,52,XX,63,68,XX,76,87,XX,90,XX,0063
XX,01,XX,XX,02,05,12,32,XX,XX,XX,38,45,46,XX,47,XX,48,XX,XX,55,57,60,XX,61,XX,72,XX,XX,14,18,20,XX,29,32,XX,33,XX,XX,35,XX,38,40,XX,49,XX,63,66,XX,80,87,XX,XX,88,XX,XX,05,07,XX,09,XX,10,17,20,XX,XX,XX,21,XX,25,31,33,XX,39,XX,52,XX,XX,70,74,79,0064
05,XX,08,21,XX,XX,23,XX,32,XX,37,40,XX,XX,45,XX,48,53,XX,63,83,84,XX,XX,89,90,XX,XX,01,XX,08,XX,09,XX,18,20,25,XX,35,XX,48,XX,XX,59,60,64,74,XX,XX,75,78,XX,83,XX,XX,01,XX,11,19,29,XX,39,XX,XX,40,XX,42,XX,XX,53,56,63,XX,64,XX,70,80,XX,XX,84,88,0065
07,08,XX,09,XX,XX,14,15,XX,26,XX,29,34,38,XX,XX,51,XX,XX,55,60,XX,XX,61,71,XX,84,03,10,12,XX,15,XX,XX,XX,19,XX,26,41,XX,XX,46,54,60,XX,63,75,82,85,XX,XX,87,XX,XX,04,XX,XX,XX,12,13,XX,19,20,XX,XX,35,46,XX,49,XX,51,54,56,XX,XX,59,63,68,72,XX,XX,0066
10,XX,XX,XX,XX,16,18,20,27,XX,XX,43,XX,58,60,68,XX,72,78,XX,XX,80,XX,82,83,XX,86,XX,03,11,XX,XX,17,30,XX,35,XX,XX,42,43,59,64,65,XX,XX,XX,68,XX,XX,70,88,89,XX,90,XX,06,20,26,XX,XX,30,34,XX,43,46,XX,69,XX,75,78,XX,XX,79,81,84,88,XX,XX,XX,XX,89,0067
08,16,19,20,30,XX,XX,XX,XX,40,XX,45,XX,XX,49,53,54,XX,67,70,86,XX,XX,89,XX,XX,90,02,04,XX,07,14,17,XX,XX,XX,21,XX,XX,XX,24,32,33,50,XX,58,59,XX,67,70,XX,XX,XX,72,08,12,18,XX,XX,22,XX,XX,26,31,XX,XX,32,33,XX,41,54,XX,55,XX,57,61,XX,XX,XX,78,82,0068
XX,XX,XX,03,06,XX,07,19,23,25,28,31,XX,32,XX,XX,36,XX,XX,38,50,52,XX,XX,60,XX,67,XX,XX,05,07,28,31,XX,XX,38,40,XX,XX,41,XX,44,52,55,XX,57,59,61,63,XX,XX,XX,81,XX,03,07,08,XX,11,XX,XX,15,XX,XX,24,42,XX,44,XX,60,XX,64,XX,XX,XX,66,78,79,84,XX,85,0069
