15,18,XX,22,26,XX,36,XX,37,39,XX,45,58,XX,63,XX,65,72,78,80,86,XX,XX,XX,XX,XX,XX,0028
09,13,XX,16,XX,17,XX,22,XX,38,39,40,53,XX,58,65,73,XX,77,80,87,XX,XX,XX,XX,XX,XX,0029
10,11,15,21,30,XX,37,38,XX,39,43,XX,52,XX,57,59,73,XX,79,XX,87,XX,XX,XX,XX,XX,XX,0030
11,13,XX,18,29,33,38,XX,40,50,56,69,74,76,XX,80,XX,85,XX,86,XX,XX,XX,XX,XX,XX,XX,0031
02,XX,04,XX,12,19,25,XX,36,40,49,XX,52,XX,53,XX,55,XX,70,74,XX,78,90,XX,XX,XX,XX,0032
16,XX,32,39,XX,40,XX,46,52,XX,54,59,XX,65,67,71,XX,72,XX,74,XX,76,78,XX,XX,XX,XX,0033
06,08,14,16,28,XX,29,30,38,XX,52,XX,57,XX,68,XX,71,XX,74,76,80,XX,XX,XX,XX,XX,XX,0034
XX,23,XX,26,39,XX,44,XX,49,51,58,60,62,66,72,XX,74,75,78,85,XX,XX,XX,XX,XX,XX,XX,0035
01,XX,03,XX,11,27,29,36,43,45,50,63,66,XX,78,83,XX,86,XX,90,XX,XX,XX,XX,XX,XX,XX,0036
06,XX,14,23,24,XX,25,XX,29,30,32,37,XX,38,54,XX,55,56,75,84,XX,XX,XX,XX,XX,XX,XX,0037
03,11,XX,18,23,XX,30,XX,40,XX,41,XX,46,XX,51,XX,53,55,XX,66,67,71,XX,85,XX,XX,XX,0038
09,11,XX,25,26,27,XX,38,43,50,55,XX,60,65,66,XX,68,XX,72,76,XX,XX,XX,XX,XX,XX,XX,0039
12,15,28,44,XX,55,XX,65,67,70,72,XX,76,77,XX,82,84,85,XX,88,XX,XX,XX,XX,XX,XX,XX,0040
XX,01,13,XX,20,XX,28,XX,36,XX,41,XX,43,XX,47,54,56,XX,58,67,69,75,86,XX,XX,XX,XX,0041
XX,03,XX,06,XX,13,XX,17,XX,19,XX,42,43,57,58,60,XX,73,74,76,XX,78,84,XX,XX,XX,XX,0042
02,05,09,XX,12,XX,18,XX,19,XX,21,24,40,XX,52,XX,58,61,70,85,87,XX,XX,XX,XX,XX,XX,0043
09,XX,13,XX,16,31,39,XX,42,46,48,54,XX,67,XX,68,XX,73,XX,78,83,XX,88,XX,XX,XX,XX,0044
08,XX,12,XX,15,XX,16,XX,22,35,XX,55,57,63,64,XX,68,76,78,80,85,XX,XX,XX,XX,XX,XX,0045
03,XX,04,XX,11,XX,15,20,XX,22,26,28,37,XX,38,XX,41,XX,56,64,76,86,XX,XX,XX,XX,XX,0046
XX,03,XX,23,28,38,40,42,XX,44,XX,47,XX,48,51,XX,53,55,59,XX,62,XX,81,XX,XX,XX,XX,0047
XX,08,09,10,11,16,24,25,XX,26,29,39,XX,62,66,67,XX,71,XX,81,XX,XX,XX,XX,XX,XX,XX,0048
XX,02,13,XX,17,21,33,36,37,XX,39,40,41,XX,43,XX,49,61,XX,64,XX,73,XX,XX,XX,XX,XX,0049
XX,20,23,XX,25,28,35,XX,45,XX,52,XX,56,61,XX,71,XX,73,80,84,86,XX,89,XX,XX,XX,XX,0050
XX,03,XX,04,10,26,XX,28,38,XX,39,40,46,51,XX,58,60,78,XX,82,86,XX,XX,XX,XX,XX,XX,0051
XX,05,XX,06,XX,07,24,27,XX,29,36,42,43,49,XX,52,XX,68,70,78,XX,89,XX,XX,XX,XX,XX,0052
07,09,20,21,29,XX,30,XX,33,XX,45,47,57,XX,66,72,75,XX,78,90,XX,XX,XX,XX,XX,XX,XX,0053
XX,11,XX,16,XX,18,20,XX,21,XX,23,34,36,41,XX,48,XX,59,71,76,84,87,XX,XX,XX,XX,XX,0054
09,10,XX,16,17,XX,22,XX,28,32,XX,47,XX,48,XX,53,XX,56,67,74,75,90,XX,XX,XX,XX,XX,0055
XX,02,XX,06,07,XX,09,XX,11,XX,13,15,17,29,XX,44,XX,48,51,64,XX,75,XX,82,XX,XX,XX,0056
XX,02,13,15,19,XX,36,XX,41,51,57,58,65,XX,66,XX,67,XX,72,76,XX,86,XX,XX,XX,XX,XX,0057
11,XX,15,XX,16,XX,17,28,41,XX,42,XX,44,57,58,63,XX,65,XX,82,86,XX,88,XX,XX,XX,XX,0058
XX,06,18,31,33,36,38,XX,41,XX,45,46,56,59,XX,65,72,XX,74,87,XX,XX,XX,XX,XX,XX,XX,0059
01,02,XX,17,23,XX,32,XX,34,57,XX,62,65,XX,67,72,77,XX,82,85,87,XX,XX,XX,XX,XX,XX,0060
04,10,XX,16,XX,22,23,27,28,XX,36,40,XX,48,XX,51,53,XX,56,66,81,XX,XX,XX,XX,XX,XX,0061
XX,06,XX,11,XX,12,XX,17,29,34,35,XX,37,XX,41,XX,49,67,68,80,XX,83,85,XX,XX,XX,XX,0062
XX,04,XX,18,XX,22,32,36,38,46,47,XX,61,XX,70,XX,73,77,78,XX,82,86,XX,XX,XX,XX,XX,0063
01,04,07,XX,18,XX,20,XX,21,29,37,XX,43,54,XX,57,XX,68,69,XX,85,86,XX,XX,XX,XX,XX,0064
04,09,14,24,25,29,XX,32,48,XX,56,66,71,XX,81,XX,83,XX,84,XX,88,XX,XX,XX,XX,XX,XX,0065
XX,08,13,15,XX,19,XX,25,26,XX,33,XX,36,37,45,XX,48,XX,65,XX,67,XX,71,89,XX,XX,XX,0066
01,XX,09,XX,15,XX,18,21,XX,25,47,XX,55,XX,56,XX,61,67,XX,78,80,81,XX,90,XX,XX,XX,0067
XX,07,12,24,29,32,40,44,61,62,66,XX,67,71,XX,79,XX,81,90,XX,XX,XX,XX,XX,XX,XX,XX,0068
13,15,20,XX,27,31,36,XX,55,XX,60,62,XX,68,72,75,XX,76,83,87,XX,XX,XX,XX,XX,XX,XX,0069
XX,01,XX,04,06,XX,20,22,XX,24,43,58,XX,69,72,76,XX,78,82,85,90,XX,XX,XX,XX,XX,XX,0070
13,20,22,23,24,28,29,XX,39,XX,54,59,62,67,68,XX,70,XX,86,XX,XX,XX,XX,XX,XX,XX,XX,0071
03,XX,04,XX,17,30,XX,31,39,40,XX,48,XX,49,57,58,XX,65,69,XX,72,90,XX,XX,XX,XX,XX,0072
XX,07,08,XX,24,29,33,42,43,XX,45,49,60,63,XX,66,XX,72,XX,78,89,XX,XX,XX,XX,XX,XX,0073
XX,02,XX,07,XX,09,12,XX,27,36,XX,40,XX,41,44,XX,50,62,XX,65,72,74,79,XX,XX,XX,XX,0074
02,XX,14,26,38,XX,41,XX,42,47,50,XX,56,66,XX,68,72,XX,74,79,87,XX,XX,XX,XX,XX,XX,0075
07,09,XX,18,19,XX,26,XX,27,34,36,XX,63,81,XX,82,XX,83,XX,84,85,86,XX,XX,XX,XX,XX,0076
11,12,XX,19,31,36,37,XX,39,43,XX,47,56,57,XX,59,XX,62,64,78,XX,XX,XX,XX,XX,XX,XX,0077
XX,02,18,XX,22,XX,25,26,27,XX,31,33,41,XX,69,73,XX,80,82,86,90,XX,XX,XX,XX,XX,XX,0078
02,04,XX,08,XX,17,XX,27,31,34,XX,40,42,45,XX,57,73,XX,77,78,XX,86,XX,XX,XX,XX,XX,0079
01,03,XX,13,14,XX,25,XX,31,35,44,XX,49,52,53,XX,55,61,81,XX,87,XX,XX,XX,XX,XX,XX,0080
01,XX,10,12,XX,13,XX,14,XX,26,27,XX,36,37,54,56,69,XX,73,XX,86,XX,89,XX,XX,XX,XX,0081
10,15,18,19,XX,22,35,48,XX,56,XX,61,71,80,XX,86,87,XX,88,90,XX,XX,XX,XX,XX,XX,XX,0082
XX,07,11,14,19,XX,22,XX,24,XX,39,45,50,XX,52,XX,56,XX,59,62,64,XX,77,XX,XX,XX,XX,0083
08,10,XX,15,XX,19,25,XX,30,31,XX,34,XX,37,XX,41,44,55,78,XX,81,86,XX,XX,XX,XX,XX,0084
14,XX,18,20,21,23,29,30,31,XX,38,45,XX,59,60,XX,65,XX,76,XX,81,XX,XX,XX,XX,XX,XX,0085
XX,01,XX,17,XX,21,22,23,25,27,XX,28,29,35,XX,43,64,75,XX,84,86,XX,XX,XX,XX,XX,XX,0086
XX,06,07,08,XX,20,XX,21,XX,24,26,XX,45,XX,47,53,56,59,XX,72,77,XX,79,XX,XX,XX,XX,0087
XX,09,10,XX,18,21,XX,25,26,29,XX,34,XX,36,43,44,XX,48,61,77,XX,79,XX,XX,XX,XX,XX,0088
12,XX,16,21,XX,22,XX,23,25,33,41,45,51,77,78,XX,82,84,89,XX,XX,XX,XX,XX,XX,XX,XX,0089
03,04,XX,06,XX,15,35,XX,42,44,45,49,59,61,65,69,XX,75,XX,81,XX,XX,XX,XX,XX,XX,XX,0090
11,12,16,XX,18,XX,24,XX,27,XX,28,29,37,38,XX,53,65,66,XX,75,80,XX,XX,XX,XX,XX,XX,0091
XX,06,XX,08,13,XX,15,17,XX,20,24,XX,28,32,XX,35,XX,61,71,73,79,XX,83,XX,XX,XX,XX,0092
XX,01,04,11,XX,19,32,XX,38,42,XX,44,XX,47,52,55,61,62,69,XX,72,XX,XX,XX,XX,XX,XX,0093
10,13,XX,20,XX,30,XX,31,42,44,45,51,55,62,65,69,88,89,XX,XX,XX,XX,XX,XX,XX,XX,XX,0094
XX,12,XX,17,18,XX,31,32,XX,35,38,41,59,66,67,69,XX,72,79,XX,86,XX,XX,XX,XX,XX,XX,0095
07,XX,19,21,22,24,37,XX,49,XX,53,XX,56,XX,68,77,80,83,XX,88,90,XX,XX,XX,XX,XX,XX,0096
XX,07,XX,17,21,22,29,31,38,XX,39,50,54,XX,55,64,XX,69,77,XX,89,XX,XX,XX,XX,XX,XX,0097
07,XX,13,XX,23,25,30,XX,36,45,XX,61,62,XX,68,76,XX,80,82,84,XX,86,XX,XX,XX,XX,XX,0098
06,19,XX,20,23,XX,24,27,XX,29,31,32,XX,39,44,XX,46,XX,65,66,XX,82,XX,XX,XX,XX,XX,0099
XX,01,06,XX,16,18,21,26,XX,40,XX,42,XX,54,62,XX,71,XX,76,77,XX,82,XX,83,XX,XX,XX,0100
07,XX,09,12,14,21,25,33,36,XX,42,XX,49,XX,55,XX,67,XX,73,77,XX,85,XX,XX,XX,XX,XX,0101
12,14,17,XX,25,34,XX,36,41,52,XX,54,55,58,60,75,XX,81,87,XX,XX,XX,XX,XX,XX,XX,XX,0102
08,XX,16,22,28,XX,41,62,64,XX,65,68,XX,71,XX,73,XX,79,84,85,XX,90,XX,XX,XX,XX,XX,0103
16,XX,17,XX,21,25,28,31,XX,40,53,57,58,XX,62,XX,71,73,XX,79,XX,82,XX,XX,XX,XX,XX,0104
XX,05,XX,26,30,XX,38,XX,44,49,56,XX,58,60,71,74,XX,78,XX,81,XX,83,86,XX,XX,XX,XX,0105
04,12,XX,22,XX,36,XX,41,XX,43,44,55,60,XX,65,72,XX,75,76,XX,80,82,XX,XX,XX,XX,XX,0106
08,XX,20,25,XX,27,31,XX,34,XX,36,40,50,XX,58,XX,59,62,XX,88,89,XX,90,XX,XX,XX,XX,0107
XX,09,XX,10,XX,13,15,18,20,36,37,45,47,51,58,XX,63,74,XX,76,XX,XX,XX,XX,XX,XX,XX,0108
XX,01,XX,06,09,XX,21,25,27,31,36,37,42,44,50,61,XX,83,XX,87,XX,XX,XX,XX,XX,XX,XX,0109
14,16,18,XX,28,XX,34,XX,40,46,XX,51,XX,57,60,64,XX,74,XX,75,XX,76,XX,83,XX,XX,XX,0110
03,06,14,24,XX,28,30,XX,32,XX,33,XX,42,XX,43,47,XX,57,66,71,XX,75,XX,XX,XX,XX,XX,0111
09,XX,11,13,XX,16,XX,23,28,33,XX,34,36,XX,47,58,XX,61,73,XX,76,XX,89,XX,XX,XX,XX,0112
06,11,15,29,XX,33,46,XX,47,XX,50,56,XX,62,XX,64,72,XX,73,XX,76,84,XX,XX,XX,XX,XX,0113
10,XX,14,XX,15,16,XX,22,XX,23,27,XX,29,40,41,55,XX,63,XX,74,XX,75,76,XX,XX,XX,XX,0114
XX,05,XX,06,XX,08,XX,12,18,21,25,32,XX,44,XX,49,XX,57,XX,62,76,82,XX,83,XX,XX,XX,0115
XX,03,12,XX,24,27,XX,29,XX,31,43,44,49,XX,54,59,64,XX,76,86,87,XX,XX,XX,XX,XX,XX,0116
17,XX,20,XX,21,XX,32,XX,42,43,XX,45,53,XX,66,71,XX,74,76,79,XX,81,88,XX,XX,XX,XX,0117
04,XX,07,11,XX,12,16,XX,25,32,XX,39,51,XX,59,61,XX,67,71,73,76,XX,XX,XX,XX,XX,XX,0118
XX,01,04,XX,21,XX,27,XX,29,XX,44,46,XX,48,XX,50,52,60,61,XX,62,XX,66,69,XX,XX,XX,0119
XX,09,XX,15,18,22,XX,24,XX,33,36,XX,51,XX,57,XX,58,XX,63,64,74,77,90,XX,XX,XX,XX,0120
05,09,10,23,24,XX,25,38,XX,41,44,46,XX,47,51,58,XX,65,72,XX,XX,XX,XX,XX,XX,XX,XX,0121
XX,22,XX,23,24,XX,36,40,45,XX,53,XX,54,64,XX,67,78,XX,80,81,84,85,XX,XX,XX,XX,XX,0122
04,XX,17,XX,28,33,XX,34,XX,39,42,45,XX,49,XX,56,58,62,65,XX,66,XX,85,XX,XX,XX,XX,0123
09,13,XX,16,24,27,XX,28,35,XX,40,41,XX,42,XX,55,XX,65,XX,70,XX,76,81,XX,XX,XX,XX,0124
01,08,12,14,XX,21,XX,24,XX,43,XX,57,XX,58,XX,61,XX,67,69,80,82,88,XX,XX,XX,XX,XX,0125
XX,03,XX,19,XX,21,25,XX,34,35,40,41,45,52,XX,56,67,XX,75,78,XX,79,XX,XX,XX,XX,XX,0126
02,XX,09,XX,12,27,XX,32,XX,48,XX,55,58,64,65,66,XX,72,74,87,XX,88,XX,XX,XX,XX,XX,0127
08,XX,12,18,XX,30,31,XX,33,XX,34,XX,36,XX,51,58,XX,62,65,66,XX,71,XX,87,XX,XX,XX,0128
XX,11,XX,17,19,22,33,53,58,XX,66,XX,73,XX,74,77,81,XX,82,83,XX,84,XX,XX,XX,XX,XX,0129
01,XX,09,11,34,35,41,45,47,XX,51,52,XX,57,73,81,XX,87,XX,90,XX,XX,XX,XX,XX,XX,XX,0130
04,XX,09,15,XX,16,17,36,39,40,XX,53,XX,63,XX,64,65,72,76,90,XX,XX,XX,XX,XX,XX,XX,0131
XX,05,14,XX,17,18,XX,31,XX,51,XX,57,XX,58,XX,61,63,71,73,77,78,85,XX,XX,XX,XX,XX,0132
XX,07,08,XX,09,17,XX,20,XX,26,30,XX,39,52,61,73,XX,75,XX,77,XX,83,87,XX,XX,XX,XX,0133
XX,04,XX,05,XX,09,16,22,XX,25,XX,29,30,XX,37,48,49,52,59,XX,80,XX,89,XX,XX,XX,XX,0134
03,05,XX,10,XX,14,XX,29,31,35,36,40,56,XX,57,75,XX,76,79,XX,84,XX,XX,XX,XX,XX,XX,0135
01,06,13,15,XX,18,23,XX,24,XX,32,34,37,XX,42,XX,48,XX,67,XX,87,90,XX,XX,XX,XX,XX,0136
02,XX,09,XX,10,14,15,XX,29,32,XX,45,XX,54,61,65,66,67,76,XX,83,XX,XX,XX,XX,XX,XX,0137
XX,06,12,14,15,XX,24,XX,28,XX,37,XX,42,XX,51,60,67,68,80,82,XX,88,XX,XX,XX,XX,XX,0138
XX,04,05,08,27,XX,28,31,XX,33,XX,34,44,53,60,70,72,73,79,XX,XX,XX,XX,XX,XX,XX,XX,0139
01,10,13,15,23,XX,26,XX,34,XX,55,59,XX,61,XX,66,69,73,76,86,XX,XX,XX,XX,XX,XX,XX,0140
02,05,10,14,21,XX,30,XX,47,XX,53,XX,63,66,67,74,79,XX,81,82,XX,XX,XX,XX,XX,XX,XX,0141
XX,11,14,XX,15,18,23,XX,25,47,XX,54,64,XX,66,70,75,81,XX,87,XX,90,XX,XX,XX,XX,XX,0142
XX,04,19,31,XX,32,34,XX,44,50,54,60,XX,65,68,XX,76,77,85,87,XX,XX,XX,XX,XX,XX,XX,0143
01,10,XX,17,XX,27,33,35,39,44,XX,49,61,64,XX,71,80,XX,83,XX,85,XX,XX,XX,XX,XX,XX,0144
XX,06,13,XX,14,16,22,XX,28,XX,37,XX,48,51,54,XX,57,XX,60,81,83,XX,90,XX,XX,XX,XX,0145
06,11,14,21,XX,26,36,37,XX,38,53,XX,57,63,71,XX,72,74,75,XX,XX,XX,XX,XX,XX,XX,XX,0146
01,XX,05,09,13,29,31,43,XX,51,61,XX,66,70,XX,73,80,XX,81,XX,84,XX,XX,XX,XX,XX,XX,0147
XX,04,06,10,XX,15,17,19,27,XX,36,38,40,61,71,XX,77,84,XX,87,XX,XX,XX,XX,XX,XX,XX,0148
18,XX,26,28,40,XX,42,47,49,XX,50,XX,67,70,72,XX,84,86,XX,89,XX,90,XX,XX,XX,XX,XX,0149
01,XX,02,09,XX,13,15,27,XX,34,XX,37,XX,45,XX,58,XX,62,XX,66,73,78,XX,83,XX,XX,XX,0150
04,09,16,XX,22,26,XX,27,36,XX,37,45,XX,46,60,XX,64,68,69,XX,70,XX,XX,XX,XX,XX,XX,0151
XX,04,28,XX,34,XX,35,39,XX,40,44,60,63,71,76,79,81,XX,84,XX,89,XX,XX,XX,XX,XX,XX,0152
05,09,XX,10,XX,12,17,18,XX,22,XX,24,35,XX,40,41,47,84,87,XX,88,XX,XX,XX,XX,XX,XX,0153
XX,10,XX,21,XX,22,24,28,29,36,41,42,58,64,66,XX,71,74,XX,84,XX,XX,XX,XX,XX,XX,XX,0154
17,21,XX,22,29,35,41,XX,44,45,XX,68,XX,69,74,XX,77,XX,80,83,84,XX,XX,XX,XX,XX,XX,0155
06,XX,29,XX,32,XX,40,45,49,54,65,XX,66,XX,67,76,80,85,XX,87,90,XX,XX,XX,XX,XX,XX,0156
02,03,15,XX,19,XX,22,25,XX,27,28,XX,35,XX,61,62,66,75,80,87,XX,XX,XX,XX,XX,XX,XX,0157
14,XX,15,19,XX,38,39,49,56,XX,57,XX,59,XX,69,71,73,XX,74,78,84,XX,XX,XX,XX,XX,XX,0158
XX,05,06,14,XX,16,XX,25,XX,26,29,33,41,XX,44,XX,58,67,76,XX,77,XX,86,XX,XX,XX,XX,0159
01,XX,03,06,XX,11,XX,24,XX,27,30,31,XX,38,49,51,XX,53,62,XX,79,XX,88,XX,XX,XX,XX,0160
01,XX,08,10,XX,17,XX,18,21,22,XX,27,XX,45,46,XX,50,53,XX,54,60,XX,89,XX,XX,XX,XX,0161
11,12,13,XX,21,XX,23,27,29,XX,31,XX,34,39,70,83,XX,85,86,88,XX,XX,XX,XX,XX,XX,XX,0162
02,XX,03,10,15,XX,27,XX,32,39,44,XX,60,XX,61,XX,62,XX,75,XX,79,87,90,XX,XX,XX,XX,0163
04,XX,06,08,18,19,XX,23,25,XX,27,28,XX,33,43,XX,45,70,XX,82,90,XX,XX,XX,XX,XX,XX,0164
06,XX,07,18,XX,21,28,XX,31,XX,37,38,XX,42,XX,47,49,50,57,61,74,XX,XX,XX,XX,XX,XX,0165
XX,03,XX,05,13,XX,16,XX,17,19,25,30,XX,33,36,58,61,63,XX,83,88,XX,XX,XX,XX,XX,XX,0166
XX,08,XX,12,15,XX,20,21,XX,36,38,XX,45,50,57,58,72,XX,87,88,90,XX,XX,XX,XX,XX,XX,0167
XX,05,09,XX,15,XX,19,XX,30,37,39,XX,41,43,45,56,XX,58,XX,63,66,76,XX,XX,XX,XX,XX,0168
02,XX,05,06,07,08,XX,16,19,29,31,XX,52,XX,58,60,XX,68,XX,71,84,XX,XX,XX,XX,XX,XX,0169
01,XX,02,XX,11,22,XX,25,34,XX,42,48,XX,52,59,XX,70,XX,75,76,XX,82,XX,89,XX,XX,XX,0170
05,XX,06,XX,12,14,21,41,43,46,XX,64,65,XX,68,XX,80,87,89,XX,90,XX,XX,XX,XX,XX,XX,0171
02,XX,09,XX,11,27,38,XX,41,45,46,XX,54,XX,61,XX,62,74,XX,81,XX,84,88,XX,XX,XX,XX,0172
03,XX,08,27,35,36,49,55,XX,59,XX,62,63,XX,64,67,XX,72,XX,86,88,XX,XX,XX,XX,XX,XX,0173
12,XX,13,14,XX,26,31,38,XX,39,42,47,49,66,XX,69,74,XX,82,89,XX,XX,XX,XX,XX,XX,XX,0174
01,03,XX,05,XX,18,XX,19,22,23,XX,31,XX,35,54,XX,58,65,XX,66,XX,82,XX,90,XX,XX,XX,0175
05,06,XX,09,XX,12,21,25,XX,26,28,31,45,48,61,XX,68,74,76,XX,XX,XX,XX,XX,XX,XX,XX,0176
02,XX,11,30,33,35,XX,44,XX,45,XX,46,52,57,66,XX,70,71,73,90,XX,XX,XX,XX,XX,XX,XX,0177
XX,01,04,06,XX,17,XX,19,22,XX,23,XX,25,XX,27,XX,30,35,XX,61,XX,77,84,87,XX,XX,XX,0178
XX,05,XX,10,11,XX,16,22,XX,27,32,XX,42,XX,48,XX,59,66,XX,68,76,XX,82,XX,90,XX,XX,0179
XX,03,05,XX,09,28,XX,29,XX,36,37,XX,41,42,46,59,XX,65,67,XX,87,XX,90,XX,XX,XX,XX,0180
13,XX,16,XX,17,XX,21,30,XX,32,34,35,XX,47,67,69,XX,73,XX,75,83,90,XX,XX,XX,XX,XX,0181
XX,03,XX,13,15,21,XX,24,26,32,40,51,52,XX,57,XX,70,77,88,XX,90,XX,XX,XX,XX,XX,XX,0182
XX,09,11,XX,18,21,26,28,36,38,44,48,49,XX,54,60,XX,61,63,XX,XX,XX,XX,XX,XX,XX,XX,0183
XX,02,07,XX,11,XX,13,14,XX,30,XX,37,XX,39,52,57,64,XX,68,71,77,XX,88,XX,XX,XX,XX,0184
XX,02,24,XX,28,XX,40,XX,44,64,66,XX,70,XX,71,XX,73,79,XX,83,84,86,XX,87,XX,XX,XX,0185
01,XX,08,10,11,26,27,XX,28,XX,31,40,43,XX,52,XX,55,XX,77,79,80,XX,XX,XX,XX,XX,XX,0186
07,23,37,38,45,53,XX,59,XX,61,66,XX,69,XX,75,XX,81,83,XX,84,88,XX,XX,XX,XX,XX,XX,0187
02,07,XX,21,XX,22,XX,33,43,51,64,XX,65,72,76,XX,78,XX,79,XX,80,84,XX,XX,XX,XX,XX,0188
XX,02,XX,06,XX,20,24,25,XX,27,29,40,45,47,62,64,72,78,83,XX,XX,XX,XX,XX,XX,XX,XX,0189
XX,12,27,XX,38,47,XX,50,51,58,XX,60,67,XX,71,72,74,XX,78,87,88,XX,XX,XX,XX,XX,XX,0190
03,XX,07,XX,18,20,XX,28,33,35,XX,41,47,XX,48,57,66,70,79,XX,90,XX,XX,XX,XX,XX,XX,0191
XX,04,XX,16,XX,17,20,XX,24,XX,30,40,42,XX,47,XX,50,XX,56,57,XX,76,81,XX,85,XX,XX,0192
03,XX,08,13,XX,15,XX,24,28,33,XX,36,39,50,52,64,66,XX,74,88,XX,XX,XX,XX,XX,XX,XX,0193
01,04,XX,15,16,XX,17,XX,27,XX,46,XX,48,XX,50,XX,52,XX,66,69,70,XX,78,79,XX,XX,XX,0194
04,XX,08,09,XX,15,20,23,XX,24,36,XX,39,69,72,73,XX,82,XX,87,89,XX,XX,XX,XX,XX,XX,0195
02,09,XX,12,16,18,XX,28,XX,45,XX,52,59,60,62,XX,70,XX,72,XX,81,89,XX,XX,XX,XX,XX,0196
08,12,XX,23,39,40,59,61,XX,62,64,65,73,XX,76,XX,81,82,XX,85,XX,XX,XX,XX,XX,XX,XX,0197
01,XX,06,XX,09,XX,16,17,XX,31,XX,41,45,52,55,XX,72,XX,74,XX,77,81,XX,84,XX,XX,XX,0198
XX,01,04,XX,09,12,XX,22,26,31,XX,33,34,XX,41,62,XX,71,75,76,XX,88,XX,XX,XX,XX,XX,0199
01,XX,05,07,XX,11,XX,15,XX,20,33,39,42,68,XX,69,XX,75,77,XX,78,XX,80,XX,XX,XX,XX,0200
XX,06,09,28,XX,29,32,35,41,46,XX,55,XX,56,59,XX,69,72,XX,78,87,XX,XX,XX,XX,XX,XX,0201
